11	Vardhini	SGMPDNS	SNPDPMGS
11	Vasantha Narayani	SRGMPS	SNDPMGRS
11	Vasanthi	SRGPNS	SNPGRS
12	Bhanu Kokila	SMPDNS	SDNPMGS
12	Bhindhu Herali	SRGRGMPDM	PDNS
12	Bhogavathi	SRGMDS	SDMGRS
12	Kapila	SRGPDNS	SNDPGRS
12	Kapriya Nayakam	SMPDNS	SDNPMGRS
12	Kshepini	SGMPDS	SDPMGS
12	Lavanyavathi	SRGMDNS	SNDMGRS
12	Madhava Priya	SGMPDNS	SNDPMGS
12	Nagaraja	SRGMPDS	SDPMGRS
12	Poorna Swaravali	SGMPDNS	SDNPMRGS
12	Pratapa Vasantham	SMRGMPNS	SNPMRS
12	Rekavati	SRGMPNDS	SDNDPMGRS
12	Rupavathi	SRMPPSS	SNDNPMGS
12	Sama Kurinji	SGPDNS	SNDNPMGRS
12	Shashanka Kirani	SRGPDS	SDPGRS
12	Shyam Kalyani	SMGMPDNS	SNPDNPMGRS
12	Soma Bhairavi	SRGMPS	SNPDNPMGRS
12	Thamasa Ranjani	SRGDNS	SNDGRS
12	Jaskavali	SMPDNS	SNDPMS
12	Jujahuli (Jujavali)	SMGMPDNS	SDNDPMGS
12	Kalakamadi	SRMPDNS	SNDPMRS
13	Bhujanga Chintamani	SPMPDNDS	SNDPMGRS
13	Danvi (Davvi)	SRGMNS	SNMGRS
13	Dauri	SRGMNS	SNMGRS
13	Dheeramathi	SRMPDS	SDMRGRS
13	Dheva Mukhari	SRMPDNS	SNDPMRS
13	Donga	SGPDNS	SNDPGS
13	Geetha Priya	SRGMPDNS	SDPMGRS
13	Geya Hejjejjee	SRMGMPDS	SNDPMGRS
13	Gomaatha	SGMDS	SDPMGS
13	Hamsa Natani	SGMPS	SPMGRS
13	Hamsa Varidhi	SRMPDS	SDPMRS
13	Kalkada	SRGPDNS	SNDPGRS
13	Kaltada	SRGPDNS	SNDPGRS
13	Kaliki	SRGMPDNS	SNDPMRS
13	Kalyana Kesari	SRGPDS	SDPMGRS
13	Kanaka	SGMDNS	SNDMGS
13	Karikadya	NSGMPDN	DPMGRSN
13	Keervani	SRGRMGM	DNPNS
13	Kesari	SRGMPDS	SNDPMGRS
13	Kunthala Kambhoji	SGMDNDS	SNDPMGS
13	Loka Priya	SRGMDNS	SNDMGRS
13	Marichaka	SGMPDNS	SNDPMGS
13	Maruva Kannada	SRMGMPNS	SNPMRGRS
13	Naga Samantham	SRPMPDS	SDPMRS
13	Naga Vahini	SRGPMDNS	SNDPMGRS
13	Navarasa Chandrika	SRGPMDS	SDPMGRS
13	Nama Narayani	SRMPDNS	SPDNPMRS
